valuation_id,loan_id,property_address,property_type,appraised_value,assessed_value,square_footage,year_built,bedrooms,bathrooms,appraisal_date,appraiser_name,appraisal_company
VAL002451,LOAN0008188,9889 Main Blvd,Multi-Family,870192.64,779011.38,3068,1969,4,3.9,2023-11-11,Deborah Scott,Premier Appraisers
VAL002452,LOAN0008189,8383 Main Ave,Multi-Family,2317540.36,2011086.61,4104,2022,1,1.9,2023-11-21,Ashley Davis,Quality Assessment LLC
VAL002453,LOAN0008192,5818 Oak St,Commercial,2516867.5,1890046.45,3675,1993,5,3.0,2023-01-25,William Garcia,National Appraisal Co
VAL002454,LOAN0008199,7894 Main Blvd,Multi-Family,154898.9,109307.96,3812,1952,1,2.4,2024-08-19,Lisa Adams,Metro Valuations
VAL002455,LOAN0008203,937 Main Blvd,Townhouse,3675949.59,2933399.44,3513,1987,4,3.1,2024-01-24,Amanda Harris,Accurate Appraisals Inc
VAL002456,LOAN0008204,7140 Maple Blvd,Commercial,142520.68,107225.88,2676,1982,6,1.2,2024-05-22,Daniel Hall,Metro Valuations
VAL002457,LOAN0008205,798 Pine Ave,Commercial,2916382.53,2257196.27,1930,1967,2,3.0,2023-10-06,Patricia Martinez,Quality Assessment LLC
VAL002458,LOAN0008211,5829 Maple Ave,Commercial,169652.74,140545.62,2001,1960,3,1.7,2023-02-17,Amanda Hill,Premier Appraisers
VAL002459,LOAN0008213,9545 Cedar Ave,Commercial,1866708.53,1388867.96,1541,1956,2,3.0,2024-01-23,Amanda Taylor,National Appraisal Co
VAL002460,LOAN0008214,2455 Pine Ave,Condo,1566791.97,1370102.92,4414,2002,2,2.5,2024-11-27,Kimberly Allen,National Appraisal Co
VAL002461,LOAN0008215,408 Main Ave,Single Family,3242478.79,2481924.87,2750,1958,6,1.6,2024-09-22,Betty Williams,Quality Assessment LLC
VAL002462,LOAN0008216,1443 Cedar Blvd,Townhouse,91565.72,72475.44,958,1984,6,2.9,2023-01-22,Brian Rivera,Accurate Appraisals Inc
VAL002463,LOAN0008220,868 Pine St,Townhouse,78982.97,64731.59,1724,1982,1,1.9,2023-05-15,Melissa Allen,Quality Assessment LLC
VAL002464,LOAN0008224,5485 Cedar St,Condo,14609.73,11864.54,1319,1998,4,3.7,2023-09-25,Richard Ramirez,Accurate Appraisals Inc
VAL002465,LOAN0008226,8553 Main Ave,Commercial,1315848.4,974186.27,1711,2011,4,3.3,2023-08-13,Michelle Rivera,Metro Valuations
VAL002466,LOAN0008236,956 Oak Ave,Condo,764397.77,604893.63,3270,1972,2,3.0,2023-04-15,Margaret Smith,Metro Valuations
VAL002467,LOAN0008239,2875 Cedar Blvd,Multi-Family,1157084.55,814436.59,2522,1970,1,2.8,2023-08-02,Lisa Lee,Accurate Appraisals Inc
VAL002468,LOAN0008243,6763 Maple Blvd,Townhouse,14693.66,11888.99,863,1953,4,2.8,2024-04-29,John Rivera,Quality Assessment LLC
VAL002469,LOAN0008249,7234 Maple St,Multi-Family,34068.57,25519.2,2473,1994,1,3.5,2024-06-14,Andrew Sanchez,Premier Appraisers
VAL002470,LOAN0008259,2609 Main St,Multi-Family,79398.6,54644.76,3994,1954,4,1.3,2023-06-30,Nancy Clark,Premier Appraisers
VAL002471,LOAN0008261,2427 Oak Blvd,Single Family,6356.29,5115.73,2298,1975,5,1.1,2023-05-20,Linda Moore,Accurate Appraisals Inc
VAL002472,LOAN0008266,6445 Main St,Single Family,14537.78,9827.0,1861,1989,1,3.2,2023-05-20,Carol Wilson,Quality Assessment LLC
VAL002473,LOAN0008271,7624 Pine Blvd,Multi-Family,90373.06,84724.5,2889,2022,5,2.7,2023-12-09,Ashley Nelson,National Appraisal Co
VAL002474,LOAN0008273,1200 Cedar Blvd,Commercial,871098.47,639724.08,2220,1950,6,1.1,2024-12-11,Dorothy Smith,Accurate Appraisals Inc
VAL002475,LOAN0008276,9823 Pine Blvd,Townhouse,39955.46,34283.13,4410,2021,2,2.3,2024-01-10,Brian Scott,Metro Valuations
VAL002476,LOAN0008278,6171 Pine Ave,Multi-Family,67055.48,60114.98,2386,2022,6,3.6,2023-04-08,Sandra Rivera,Accurate Appraisals Inc
VAL002477,LOAN0008283,1026 Main Ave,Single Family,847355.48,624589.22,3013,2014,5,3.1,2023-09-01,Dorothy Johnson,National Appraisal Co
VAL002478,LOAN0008288,1357 Maple Blvd,Single Family,77268.86,57789.62,2214,2000,3,1.5,2023-05-05,Patricia Nguyen,Accurate Appraisals Inc
VAL002479,LOAN0008299,6363 Cedar Blvd,Townhouse,51569.39,36006.6,1720,2018,2,1.5,2023-11-13,Matthew Lewis,Premier Appraisers
VAL002480,LOAN0008301,6211 Cedar St,Townhouse,840149.87,767656.76,1872,2017,3,2.8,2024-08-03,Rebecca Taylor,Premier Appraisers
VAL002481,LOAN0008302,5677 Cedar St,Condo,38904.22,31029.45,1147,2017,6,2.8,2024-12-24,Kimberly Thompson,Quality Assessment LLC
VAL002482,LOAN0008304,8737 Oak Blvd,Commercial,1557276.11,1280644.51,2505,1998,4,3.6,2024-07-30,Joseph Adams,Premier Appraisers
VAL002483,LOAN0008305,8874 Maple Blvd,Condo,1653961.85,1198548.16,1216,1974,6,2.5,2023-11-15,Edward Taylor,Accurate Appraisals Inc
VAL002484,LOAN0008307,3751 Main St,Commercial,684540.78,518197.2,1855,1996,1,2.5,2023-06-03,Karen Rivera,Metro Valuations
VAL002485,LOAN0008315,3982 Main Ave,Single Family,1569011.61,1127882.78,3848,1950,4,3.3,2024-05-12,Jennifer Sanchez,Premier Appraisers
VAL002486,LOAN0008317,3403 Maple St,Single Family,725868.94,585772.38,1583,2016,5,2.0,2024-05-24,Steven Wilson,Quality Assessment LLC
VAL002487,LOAN0008320,2876 Cedar St,Multi-Family,195190.1,167213.75,3037,1977,1,3.5,2024-10-17,Joseph Davis,Accurate Appraisals Inc
VAL002488,LOAN0008325,4701 Maple Ave,Townhouse,191406.56,149591.98,2569,2011,4,4.0,2023-04-04,Stephanie Jackson,National Appraisal Co
VAL002489,LOAN0008329,8270 Pine St,Condo,108292.56,78182.39,1332,1981,4,1.7,2023-05-24,Barbara Walker,Premier Appraisers
VAL002490,LOAN0008330,3304 Maple St,Condo,2674870.06,1906866.91,2552,1964,3,1.5,2023-01-19,Mary Smith,National Appraisal Co
VAL002491,LOAN0008337,7934 Cedar Blvd,Single Family,1835231.2,1592926.88,1486,1977,5,3.4,2024-07-28,Patricia Perez,National Appraisal Co
VAL002492,LOAN0008338,915 Pine Blvd,Commercial,875031.9,648592.08,2824,1972,5,1.9,2024-04-20,Carol Young,Quality Assessment LLC
VAL002493,LOAN0008343,2850 Maple Ave,Condo,1421958.55,1317174.76,2405,1952,2,3.0,2024-10-27,Jason Nguyen,Metro Valuations
VAL002494,LOAN0008345,6217 Oak St,Single Family,126367.05,89139.77,4031,1982,3,2.9,2024-10-28,William Moore,Metro Valuations
VAL002495,LOAN0008353,2219 Maple St,Single Family,107098.44,86109.43,4078,1996,4,3.3,2024-07-16,Ashley Robinson,Premier Appraisers
VAL002496,LOAN0008356,5921 Main St,Single Family,378639.41,261439.12,1819,1983,1,2.3,2023-02-02,Donna Adams,Accurate Appraisals Inc
VAL002497,LOAN0008359,5324 Pine Ave,Townhouse,45491.04,32894.32,1045,1984,6,3.5,2024-05-18,Mark Robinson,Premier Appraisers
VAL002498,LOAN0008361,5901 Pine St,Condo,140190.25,103711.85,4627,2005,2,2.1,2024-04-28,Sharon Baker,Metro Valuations
VAL002499,LOAN0008362,1737 Maple St,Multi-Family,1872197.09,1629752.53,2225,1974,3,2.5,2024-09-06,Brian Taylor,Premier Appraisers
VAL002500,LOAN0008364,7407 Maple St,Multi-Family,2726064.18,1943367.66,3061,2014,5,3.2,2023-12-22,Edward Torres,Quality Assessment LLC
VAL002501,LOAN0008366,5944 Cedar Blvd,Multi-Family,86032.25,76637.64,1584,1988,2,1.4,2024-05-09,James Perez,Premier Appraisers
VAL002502,LOAN0008367,9549 Pine Ave,Multi-Family,16464.29,13483.1,4264,1991,3,2.9,2023-04-13,Susan King,Quality Assessment LLC
VAL002503,LOAN0008375,3412 Oak St,Multi-Family,180176.49,129687.9,2255,2014,4,2.3,2024-10-04,Edward Williams,Quality Assessment LLC
VAL002504,LOAN0008377,1644 Maple St,Townhouse,2066108.53,1627410.35,2645,1951,1,1.5,2023-07-15,Stephanie Lewis,Quality Assessment LLC
VAL002505,LOAN0008386,4821 Pine Blvd,Commercial,139004.34,100683.87,1362,1969,3,3.8,2024-01-26,Nancy Flores,Accurate Appraisals Inc
VAL002506,LOAN0008389,9032 Oak St,Condo,115996.79,86311.56,1323,1950,3,3.2,2023-09-29,Patricia White,National Appraisal Co
VAL002507,LOAN0008391,2457 Maple Ave,Single Family,88406.78,61119.1,2591,1959,3,3.7,2024-01-03,Nancy Williams,Premier Appraisers
VAL002508,LOAN0008394,459 Pine Ave,Multi-Family,1610703.74,1197619.7,2758,2021,1,3.8,2024-11-15,Sharon Moore,Quality Assessment LLC
VAL002509,LOAN0008396,4609 Cedar Blvd,Multi-Family,30504.09,25583.73,862,1954,5,2.3,2023-05-24,Daniel Lopez,Premier Appraisers
VAL002510,LOAN0008400,5647 Oak St,Single Family,176822.83,131154.59,1880,1972,2,2.3,2023-02-22,Kenneth Martin,Quality Assessment LLC
VAL002511,LOAN0008406,3564 Pine Blvd,Single Family,1613716.71,1129013.38,2107,1980,1,2.5,2024-02-08,Sandra Adams,Quality Assessment LLC
VAL002512,LOAN0008407,4901 Maple Blvd,Townhouse,728473.0,496779.41,1210,1966,4,2.2,2023-12-28,George Wilson,Premier Appraisers
VAL002513,LOAN0008411,759 Main Ave,Single Family,2309836.82,2055190.63,3917,1989,6,1.1,2024-07-11,John Smith,Quality Assessment LLC
VAL002514,LOAN0008413,8222 Oak Ave,Multi-Family,572648.33,416950.61,4337,2011,1,1.8,2023-03-04,Anthony Hernandez,National Appraisal Co
VAL002515,LOAN0008416,6787 Main Blvd,Commercial,420085.79,333814.08,3912,2018,3,2.4,2023-01-30,Donna Garcia,National Appraisal Co
VAL002516,LOAN0008417,8126 Maple Blvd,Townhouse,31950.31,24590.16,4986,1990,5,2.3,2023-09-15,Charles Wright,Metro Valuations
VAL002517,LOAN0008423,4016 Cedar St,Condo,1807448.26,1552419.57,4089,1964,6,1.3,2023-12-28,Susan Scott,Premier Appraisers
VAL002518,LOAN0008425,107 Cedar Blvd,Multi-Family,1702923.13,1434504.71,3626,1984,2,3.3,2024-08-04,James Jones,Accurate Appraisals Inc
VAL002519,LOAN0008430,5797 Oak Ave,Condo,87009.44,67251.71,4807,2019,2,3.1,2023-07-05,Matthew Lopez,Accurate Appraisals Inc
VAL002520,LOAN0008433,8284 Cedar Ave,Townhouse,615976.77,414041.68,3392,1950,2,2.0,2023-04-12,Richard Robinson,Quality Assessment LLC
VAL002521,LOAN0008435,7852 Pine Ave,Multi-Family,2103127.25,1981579.46,2760,2002,5,2.3,2023-08-22,Dorothy Lee,Premier Appraisers
VAL002522,LOAN0008436,1607 Oak Ave,Condo,1778488.34,1389302.46,3348,2011,4,2.6,2023-05-28,Mark Taylor,Quality Assessment LLC
VAL002523,LOAN0008437,1794 Maple St,Commercial,2298884.64,1978763.95,4704,1985,5,2.4,2023-09-23,Ashley Martinez,Premier Appraisers
VAL002524,LOAN0008440,822 Pine Blvd,Townhouse,863815.71,677758.2,2130,1975,6,2.3,2024-06-10,Barbara Garcia,Metro Valuations
VAL002525,LOAN0008442,1041 Maple Blvd,Single Family,1709386.75,1377734.7,4585,1970,2,3.0,2023-10-30,Dorothy White,National Appraisal Co
VAL002526,LOAN0008444,7112 Maple St,Townhouse,1518268.98,1332867.14,1878,1970,3,1.2,2024-03-06,David Thompson,Quality Assessment LLC
VAL002527,LOAN0008446,6233 Oak St,Multi-Family,1175916.03,942231.6,2968,1982,1,2.2,2023-05-20,Carol Clark,Quality Assessment LLC
VAL002528,LOAN0008453,1784 Main Ave,Multi-Family,1339011.82,912593.83,4709,1966,6,4.0,2024-08-30,William Garcia,Accurate Appraisals Inc
VAL002529,LOAN0008463,8753 Maple Ave,Condo,643481.19,496704.31,4271,2013,1,2.3,2024-04-10,James Lewis,Premier Appraisers
VAL002530,LOAN0008464,8361 Pine Blvd,Condo,153813.18,122968.09,2840,1994,3,3.9,2023-05-07,Andrew Smith,Quality Assessment LLC
VAL002531,LOAN0008474,269 Cedar St,Multi-Family,3085723.05,2104020.11,1905,1958,3,3.0,2024-12-13,Karen King,Premier Appraisers
VAL002532,LOAN0008481,5835 Main St,Multi-Family,2194167.94,1660324.41,4485,2005,1,3.2,2023-10-06,Brian King,Metro Valuations
VAL002533,LOAN0008488,7856 Maple Blvd,Condo,11537.01,8837.36,3081,1997,4,2.5,2024-01-05,Michelle Campbell,Quality Assessment LLC
VAL002534,LOAN0008491,5983 Pine Ave,Single Family,3198698.69,2490609.64,3260,2017,3,1.3,2023-11-25,Sharon Young,Accurate Appraisals Inc
VAL002535,LOAN0008498,3388 Cedar St,Single Family,2757405.63,2056143.48,1795,1953,2,1.2,2023-07-21,Mark Garcia,Quality Assessment LLC
VAL002536,LOAN0008501,8568 Main Blvd,Townhouse,680673.31,554752.17,2127,2013,6,1.2,2023-03-15,Ronald White,National Appraisal Co
VAL002537,LOAN0008503,9657 Maple St,Condo,35908.53,27966.99,3378,1979,5,3.0,2024-12-27,Patricia King,Premier Appraisers
VAL002538,LOAN0008507,7898 Maple St,Condo,310556.75,244732.13,2648,1980,4,3.0,2023-02-07,Karen Baker,Premier Appraisers
VAL002539,LOAN0008510,2617 Maple Blvd,Commercial,96332.22,84841.14,3596,2019,4,3.8,2023-12-06,Kenneth Allen,Quality Assessment LLC
VAL002540,LOAN0008511,7608 Pine Blvd,Multi-Family,2147321.13,1664333.72,4773,1974,3,2.9,2023-10-25,Sandra Davis,Metro Valuations
VAL002541,LOAN0008513,906 Cedar Ave,Single Family,4290141.14,2763377.26,4583,1978,5,2.7,2023-12-11,Ronald Lee,National Appraisal Co
VAL002542,LOAN0008522,2894 Oak Ave,Townhouse,2301356.78,1719727.58,2021,2013,5,2.3,2023-05-19,Donald Hernandez,National Appraisal Co
VAL002543,LOAN0008525,550 Main St,Multi-Family,1619990.35,1368999.0,3335,1966,3,1.6,2024-11-17,Betty Thomas,Quality Assessment LLC
VAL002544,LOAN0008527,3423 Main Ave,Multi-Family,53920.72,46472.1,4303,1982,3,1.2,2023-08-04,Donald Brown,Metro Valuations
VAL002545,LOAN0008528,6241 Maple Blvd,Condo,90941.11,65217.73,2386,1970,5,2.9,2023-10-15,Matthew Wilson,National Appraisal Co
VAL002546,LOAN0008529,2399 Cedar Ave,Townhouse,2373283.96,2148871.6,2062,1953,6,2.9,2023-04-26,Jason Nguyen,Accurate Appraisals Inc
VAL002547,LOAN0008533,1214 Cedar St,Townhouse,265373.34,188422.28,2977,1972,1,2.8,2024-06-25,Sharon Green,Premier Appraisers
VAL002548,LOAN0008536,2600 Maple Blvd,Condo,3643932.0,2776672.31,4370,1991,5,1.3,2024-02-15,Charles Clark,National Appraisal Co
VAL002549,LOAN0008543,1808 Pine Blvd,Commercial,297641.85,250495.32,4049,1959,3,1.9,2024-05-20,Susan Rivera,Quality Assessment LLC
VAL002550,LOAN0008544,9350 Maple Ave,Commercial,33795.75,22815.96,2537,1971,5,2.3,2023-02-04,David King,Metro Valuations
VAL002551,LOAN0008547,6170 Main Ave,Single Family,1864522.42,1249703.79,860,2006,2,2.8,2023-03-06,Elizabeth Rodriguez,Metro Valuations
VAL002552,LOAN0008548,8179 Maple Ave,Multi-Family,2840293.87,2087283.68,1406,1953,2,1.7,2023-10-28,Donna Mitchell,Accurate Appraisals Inc
VAL002553,LOAN0008551,799 Main Blvd,Multi-Family,1832858.09,1673880.67,3258,2011,4,3.1,2024-06-05,Jennifer Campbell,Accurate Appraisals Inc
VAL002554,LOAN0008556,2906 Pine St,Townhouse,480395.94,375980.38,2634,1988,1,1.5,2023-08-10,Linda Brown,Metro Valuations
VAL002555,LOAN0008557,5644 Oak St,Single Family,1515380.49,1064180.87,2423,2020,2,1.4,2023-04-15,Sandra Mitchell,Accurate Appraisals Inc
VAL002556,LOAN0008570,540 Cedar St,Multi-Family,2380470.21,1945710.71,4646,2016,5,3.7,2024-09-29,David Baker,Quality Assessment LLC
VAL002557,LOAN0008572,1805 Pine St,Townhouse,59504.0,51553.64,3301,1998,4,3.9,2023-09-25,William Anderson,Accurate Appraisals Inc
VAL002558,LOAN0008577,5363 Maple St,Multi-Family,968516.87,819292.99,4394,1951,2,1.7,2024-09-17,Anthony Hill,Metro Valuations
VAL002559,LOAN0008585,8979 Cedar Blvd,Single Family,2291541.15,1731852.3,4632,1981,3,2.1,2023-07-15,Barbara Walker,Quality Assessment LLC
VAL002560,LOAN0008587,852 Maple Blvd,Commercial,37088.22,26501.97,3828,1995,2,2.4,2023-11-07,Brian Young,Metro Valuations
VAL002561,LOAN0008588,4565 Maple Blvd,Single Family,8029.15,5993.85,936,1976,6,2.1,2023-08-26,Melissa Torres,Quality Assessment LLC
VAL002562,LOAN0008589,5928 Main Blvd,Townhouse,1526918.57,1070388.37,4935,1976,3,2.5,2023-03-19,Patricia Rivera,National Appraisal Co
VAL002563,LOAN0008594,1178 Main Ave,Multi-Family,12335.73,10362.45,4074,1976,6,3.2,2023-09-02,William Martin,Accurate Appraisals Inc
VAL002564,LOAN0008595,4008 Cedar Ave,Commercial,645192.37,591538.46,3385,1954,2,3.2,2024-06-29,Margaret Thompson,Accurate Appraisals Inc
VAL002565,LOAN0008596,8016 Maple St,Single Family,932892.09,661781.67,3233,1966,5,3.2,2024-01-15,Steven Lee,Quality Assessment LLC
VAL002566,LOAN0008608,1960 Maple St,Townhouse,1354495.99,917339.39,2786,1980,3,3.1,2024-10-12,Rebecca Brown,National Appraisal Co
VAL002567,LOAN0008609,3527 Main St,Single Family,1715950.82,1208074.04,1587,2001,6,3.9,2024-11-25,Sharon Jackson,Metro Valuations
VAL002568,LOAN0008610,9575 Oak Blvd,Multi-Family,2026156.36,1630919.12,4335,2022,2,2.5,2024-05-17,Paul Rodriguez,Accurate Appraisals Inc
VAL002569,LOAN0008611,1664 Oak Blvd,Single Family,1488474.34,1197638.66,4257,1979,4,2.1,2023-01-11,David Thompson,Metro Valuations
VAL002570,LOAN0008617,1628 Oak Ave,Commercial,1292820.14,1036874.2,3720,1976,5,2.0,2023-03-02,Rebecca Torres,Premier Appraisers
VAL002571,LOAN0008618,5297 Cedar Ave,Commercial,907054.13,809245.06,2669,2013,6,1.1,2024-03-07,Steven Ramirez,Quality Assessment LLC
VAL002572,LOAN0008619,6098 Pine Blvd,Townhouse,28094.98,20420.89,4033,2002,1,3.4,2023-07-17,Kimberly Smith,National Appraisal Co
VAL002573,LOAN0008620,5655 Maple Blvd,Condo,2832309.18,2065746.1,969,1960,5,3.5,2023-03-08,Paul Martin,Quality Assessment LLC
VAL002574,LOAN0008623,4970 Pine Ave,Commercial,1594642.51,1214808.39,3942,1999,6,2.0,2023-08-13,Margaret Mitchell,Accurate Appraisals Inc
VAL002575,LOAN0008624,3712 Main St,Townhouse,1583904.2,1278268.61,4630,1960,5,1.2,2023-09-14,John Clark,Quality Assessment LLC
VAL002576,LOAN0008626,2485 Pine St,Townhouse,2107258.17,1794962.36,4461,1976,3,1.2,2023-06-23,Joseph Adams,Accurate Appraisals Inc
VAL002577,LOAN0008637,2191 Main St,Single Family,792709.76,591318.42,3686,1956,2,1.6,2023-06-13,Steven Thompson,National Appraisal Co
VAL002578,LOAN0008638,831 Maple St,Townhouse,510915.85,372121.36,3609,1965,3,1.4,2024-12-10,Sandra Harris,Quality Assessment LLC
VAL002579,LOAN0008642,9818 Pine Blvd,Multi-Family,177783.92,148908.11,1806,1987,5,1.6,2023-04-12,Stephanie White,Quality Assessment LLC
VAL002580,LOAN0008644,6345 Cedar Ave,Commercial,112654.15,84832.26,3234,1965,3,1.5,2023-06-22,James Martin,National Appraisal Co
VAL002581,LOAN0008647,5520 Maple St,Condo,76277.07,59496.04,1041,1966,4,2.0,2024-02-13,Nancy Rivera,Metro Valuations
VAL002582,LOAN0008658,8937 Oak Ave,Single Family,1487904.26,1163272.35,4679,2020,3,2.8,2024-11-13,Susan Rodriguez,Premier Appraisers
VAL002583,LOAN0008662,2339 Main St,Commercial,3009865.76,2117401.14,1834,1998,5,2.6,2024-08-27,Amanda Rivera,National Appraisal Co
VAL002584,LOAN0008665,1324 Pine Blvd,Commercial,755145.84,667652.08,3884,1953,4,3.3,2024-09-29,Kenneth Nelson,National Appraisal Co
VAL002585,LOAN0008668,401 Maple Ave,Single Family,1176603.51,969332.65,890,1984,5,1.2,2024-07-30,Thomas Jones,Quality Assessment LLC
VAL002586,LOAN0008670,9592 Pine St,Commercial,3235297.49,2364997.8,1199,1952,4,2.9,2024-10-29,Anthony Brown,Metro Valuations
VAL002587,LOAN0008672,3607 Oak St,Single Family,106688.33,88291.67,2479,1955,2,1.5,2023-02-10,Mark Thomas,Quality Assessment LLC
VAL002588,LOAN0008677,5724 Main St,Commercial,1366455.57,1074315.9,1456,2000,6,3.8,2024-08-15,Michael Garcia,Metro Valuations
VAL002589,LOAN0008681,7538 Cedar Ave,Multi-Family,126366.49,85743.69,3813,1953,2,3.9,2023-07-05,Kenneth Lee,Accurate Appraisals Inc
VAL002590,LOAN0008686,9282 Pine Blvd,Commercial,559142.87,387327.7,4289,1986,4,1.8,2024-06-03,David Moore,Quality Assessment LLC
VAL002591,LOAN0008692,199 Maple St,Townhouse,79590.91,58934.73,2639,1975,5,3.1,2023-02-18,Matthew Thompson,Metro Valuations
VAL002592,LOAN0008693,6152 Cedar St,Condo,993880.63,812562.3,1349,1996,5,2.7,2023-04-30,Margaret Garcia,Accurate Appraisals Inc
VAL002593,LOAN0008695,2103 Main St,Townhouse,121434.46,89628.86,2283,1997,5,1.6,2024-09-16,David Scott,Quality Assessment LLC
VAL002594,LOAN0008700,2516 Maple Blvd,Commercial,33332.51,28932.12,867,1992,5,1.4,2023-08-06,Stephanie Clark,Premier Appraisers
VAL002595,LOAN0008706,8172 Cedar Ave,Condo,85568.52,67625.82,2918,1986,1,1.1,2023-10-10,Rebecca Walker,National Appraisal Co
VAL002596,LOAN0008708,8604 Oak St,Single Family,95074.34,79958.32,2045,1980,5,3.2,2024-04-06,Jessica Davis,National Appraisal Co
VAL002597,LOAN0008711,7695 Cedar Ave,Multi-Family,1460893.09,1165732.85,4802,1966,6,2.4,2023-01-19,Nancy Lopez,National Appraisal Co
VAL002598,LOAN0008713,4354 Cedar Blvd,Townhouse,1686258.84,1411142.82,1605,2019,6,2.8,2023-11-20,Donna Martinez,Metro Valuations
VAL002599,LOAN0008714,3133 Main Ave,Single Family,35681.75,32555.3,2321,1953,5,2.3,2023-08-28,Christopher Gonzalez,Premier Appraisers
VAL002600,LOAN0008717,282 Main St,Commercial,97412.34,68997.86,2134,2016,6,1.9,2023-09-11,Kevin King,Premier Appraisers
VAL002601,LOAN0008721,7601 Maple St,Multi-Family,1558715.25,1102074.59,1308,2000,2,3.0,2023-02-07,Ronald Nelson,National Appraisal Co
VAL002602,LOAN0008723,5312 Maple Blvd,Multi-Family,1370281.76,1053249.49,1798,1976,4,2.5,2024-12-22,Ronald Mitchell,Quality Assessment LLC
VAL002603,LOAN0008726,6650 Oak St,Condo,1676100.36,1227259.27,1803,1958,6,3.6,2023-03-19,Brian Williams,Premier Appraisers
VAL002604,LOAN0008727,7926 Oak St,Multi-Family,20452.37,13493.65,2614,2023,3,2.5,2024-03-13,Karen Jackson,Quality Assessment LLC
VAL002605,LOAN0008732,7261 Oak Blvd,Townhouse,642960.83,560325.84,1562,1968,3,2.5,2024-12-15,Steven Martinez,National Appraisal Co
VAL002606,LOAN0008734,4814 Maple Ave,Single Family,745426.36,571077.7,1682,1982,1,3.0,2024-04-30,Amanda Hall,Quality Assessment LLC
VAL002607,LOAN0008735,1355 Oak Ave,Condo,117680.96,95785.84,2853,2011,3,1.4,2024-04-26,Ashley Young,National Appraisal Co
VAL002608,LOAN0008741,3784 Pine Blvd,Multi-Family,2581648.54,2157714.92,4830,1970,3,3.9,2024-02-24,Daniel Miller,Premier Appraisers
VAL002609,LOAN0008745,2118 Main St,Single Family,20940.77,18397.9,2345,1965,4,1.7,2024-10-31,Kenneth Jones,National Appraisal Co
VAL002610,LOAN0008747,5685 Pine Ave,Condo,699726.03,610273.21,3796,2011,4,2.5,2023-02-07,Donna Allen,National Appraisal Co
VAL002611,LOAN0008748,326 Pine Ave,Multi-Family,3088233.62,2346070.17,2627,1983,5,3.3,2024-01-17,Brian Jackson,Quality Assessment LLC
VAL002612,LOAN0008751,3282 Maple Ave,Condo,109054.28,96164.96,896,2005,5,2.7,2023-10-22,Richard Davis,National Appraisal Co
VAL002613,LOAN0008752,6074 Main Ave,Commercial,23071.65,18730.24,4061,1979,5,2.9,2024-10-23,Mary Flores,Metro Valuations
VAL002614,LOAN0008757,8911 Pine St,Commercial,427498.91,358220.85,2846,1983,5,3.2,2024-11-07,Lisa Martin,Premier Appraisers
VAL002615,LOAN0008758,2734 Oak Ave,Commercial,140016.97,103612.3,4211,1972,5,3.3,2023-02-18,Matthew Walker,Quality Assessment LLC
VAL002616,LOAN0008765,2724 Maple Ave,Condo,2950864.25,2066817.97,2279,1986,1,2.7,2024-09-28,Linda Lee,Metro Valuations
VAL002617,LOAN0008767,5768 Oak St,Commercial,2532669.96,2083568.24,4032,1995,3,2.8,2024-02-10,Brian Johnson,National Appraisal Co
VAL002618,LOAN0008768,7141 Oak St,Condo,1426940.29,1053806.64,3997,1978,1,2.4,2024-05-30,Barbara Williams,Metro Valuations
VAL002619,LOAN0008769,2182 Cedar Ave,Single Family,342561.88,256712.49,3453,1975,5,2.4,2024-02-12,Kenneth Brown,Metro Valuations
VAL002620,LOAN0008774,2378 Oak Blvd,Condo,151803.43,119993.65,4862,1993,4,1.3,2023-06-03,Betty Nelson,National Appraisal Co
VAL002621,LOAN0008776,3367 Main Ave,Commercial,513757.72,416205.02,1031,2023,4,2.6,2024-08-02,John Martinez,Premier Appraisers
VAL002622,LOAN0008777,7568 Main St,Townhouse,2817541.64,2161355.77,3183,1952,2,2.3,2024-02-26,Nancy Jackson,Metro Valuations
VAL002623,LOAN0008784,5733 Main Ave,Condo,2918238.91,2489533.36,4898,1965,3,3.7,2024-08-08,Brian Perez,Metro Valuations
VAL002624,LOAN0008786,5820 Main Ave,Commercial,916975.35,724711.95,2987,1968,3,3.6,2024-08-29,Elizabeth Torres,Accurate Appraisals Inc
VAL002625,LOAN0008794,6909 Maple St,Multi-Family,14143.12,10826.4,3816,1950,1,3.2,2023-02-26,Patricia Hall,Accurate Appraisals Inc
VAL002626,LOAN0008799,3179 Oak Ave,Commercial,1332490.86,1080246.12,1091,1988,3,3.3,2024-11-29,Charles Johnson,Quality Assessment LLC
VAL002627,LOAN0008806,8094 Cedar St,Townhouse,1398991.83,1089430.74,3763,1961,1,2.1,2024-10-21,Sandra Thompson,Premier Appraisers
VAL002628,LOAN0008810,9856 Cedar Ave,Condo,3137397.29,2641656.71,4694,1961,4,3.3,2024-04-04,Mary Nguyen,Premier Appraisers
VAL002629,LOAN0008811,1012 Cedar Ave,Commercial,3351266.68,2862001.59,2604,2002,5,1.2,2023-08-11,Betty Flores,Quality Assessment LLC
VAL002630,LOAN0008813,1934 Oak Blvd,Commercial,153552.67,117918.23,2978,1950,2,1.4,2024-02-15,Amanda Nelson,Premier Appraisers
VAL002631,LOAN0008816,4797 Cedar Ave,Multi-Family,1717203.64,1224594.77,3323,2005,3,2.7,2024-07-16,Emily Baker,Quality Assessment LLC
