payment_id,loan_id,payment_date,due_date,amount_due,amount_paid,principal_amount,interest_amount,payment_status,payment_method,days_past_due
PAY00008321,LOAN0000368,2023-07-05,2023-06-13,2079.16,2079.16,1247.5,831.66,On-Time,Check,0
PAY00008322,LOAN0005139,2023-06-27,2023-06-10,16387.76,16387.76,9832.66,6555.1,Late,ACH,20
PAY00008323,LOAN0009785,2023-10-02,2023-09-08,2854.2,2854.2,1712.52,1141.68,On-Time,Check,0
PAY00008324,LOAN0009847,2024-06-14,2024-06-09,4727.74,4727.74,2836.64,1891.1,On-Time,Online,0
PAY00008325,LOAN0000387,2023-02-22,2023-02-20,2414.38,2414.38,1448.63,965.75,On-Time,Wire,0
PAY00008326,LOAN0003434,2023-08-31,2023-08-06,4476.85,0,0.0,0.0,Missed,ACH,0
PAY00008327,LOAN0006681,2024-03-21,2024-03-15,8407.48,8407.48,5044.49,3362.99,On-Time,Online,0
PAY00008328,LOAN0000633,2023-02-16,2023-01-20,1453.53,1453.53,872.12,581.41,On-Time,ACH,0
PAY00008329,LOAN0001728,2024-06-25,2024-06-22,1599.33,1599.33,959.6,639.73,On-Time,ACH,0
PAY00008330,LOAN0008030,2023-11-16,2023-11-13,1348.72,1348.72,809.23,539.49,On-Time,Wire,0
PAY00008331,LOAN0002423,2023-07-26,2023-07-29,167.06,0,0.0,0.0,Missed,Auto-Pay,0
PAY00008332,LOAN0006708,2024-06-24,2024-06-25,68781.27,68781.27,41268.76,27512.51,On-Time,Auto-Pay,0
PAY00008333,LOAN0000944,2023-11-11,2023-10-25,335.32,265.82,159.49,106.33,Partial,Online,0
PAY00008334,LOAN0008784,2024-11-14,2024-10-16,19941.38,19941.38,11964.83,7976.55,Late,ACH,24
PAY00008335,LOAN0006783,2023-07-04,2023-06-14,294.04,0,0.0,0.0,Missed,ACH,0
PAY00008336,LOAN0002721,2024-09-02,2024-08-17,1079.09,1420.0,852.0,568.0,Extra,Check,0
PAY00008337,LOAN0002387,2024-01-22,2024-01-24,4490.27,4490.27,2694.16,1796.11,Late,Wire,15
PAY00008338,LOAN0000485,2023-09-04,2023-09-07,665.36,665.36,399.22,266.14,On-Time,ACH,0
PAY00008339,LOAN0003293,2023-09-17,2023-09-12,210.83,210.83,126.5,84.33,On-Time,ACH,0
PAY00008340,LOAN0007585,2024-12-14,2024-11-22,11744.37,11744.37,7046.62,4697.75,On-Time,Wire,0
PAY00008341,LOAN0001243,2023-06-11,2023-05-30,1257.91,1257.91,754.75,503.16,On-Time,Wire,0
PAY00008342,LOAN0009451,2024-09-07,2024-09-11,7533.55,7533.55,4520.13,3013.42,On-Time,Check,0
PAY00008343,LOAN0003981,2024-07-01,2024-06-14,1766.3,1766.3,1059.78,706.52,On-Time,Online,0
PAY00008344,LOAN0009871,2024-08-27,2024-08-19,871.36,871.36,522.82,348.54,On-Time,Check,0
PAY00008345,LOAN0004313,2024-01-15,2024-01-08,295.08,295.08,177.05,118.03,On-Time,Auto-Pay,0
PAY00008346,LOAN0002713,2024-12-03,2024-12-07,641.19,0,0.0,0.0,Missed,Auto-Pay,0
PAY00008347,LOAN0007574,2023-05-19,2023-05-18,892.6,892.6,535.56,357.04,On-Time,Auto-Pay,0
PAY00008348,LOAN0004655,2024-05-22,2024-05-05,215.14,215.14,129.08,86.06,On-Time,Auto-Pay,0
PAY00008349,LOAN0001832,2024-09-01,2024-08-21,1009.77,1009.77,605.86,403.91,On-Time,Auto-Pay,0
PAY00008350,LOAN0005411,2023-03-15,2023-02-18,922.37,922.37,553.42,368.95,Late,ACH,20
PAY00008351,LOAN0009614,2024-11-17,2024-10-27,11451.2,11451.2,6870.72,4580.48,On-Time,Online,0
PAY00008352,LOAN0002075,2024-08-26,2024-08-15,945.87,444.87,266.92,177.95,Partial,Online,0
PAY00008353,LOAN0006167,2024-01-20,2024-01-12,393.26,393.26,235.96,157.3,Late,Wire,0
PAY00008354,LOAN0001323,2023-06-15,2023-05-22,759.18,759.18,455.51,303.67,On-Time,Check,0
PAY00008355,LOAN0000024,2024-07-04,2024-06-17,176.6,176.6,105.96,70.64,Late,Online,19
PAY00008356,LOAN0008074,2024-03-23,2024-03-24,716.61,716.61,429.97,286.64,On-Time,Check,0
PAY00008357,LOAN0002201,2023-03-12,2023-02-23,36256.3,69648.65,41789.19,27859.46,Extra,Wire,0
PAY00008358,LOAN0007165,2023-07-10,2023-07-10,197.67,344.93,206.96,137.97,Extra,Wire,0
PAY00008359,LOAN0008718,2023-08-05,2023-07-12,689.69,689.69,413.81,275.88,On-Time,Auto-Pay,0
PAY00008360,LOAN0000740,2023-11-18,2023-11-16,2180.61,745.83,447.5,298.33,Partial,Check,0
PAY00008361,LOAN0006617,2024-03-16,2024-02-15,271.18,271.18,162.71,108.47,On-Time,Check,0
PAY00008362,LOAN0003695,2023-02-20,2023-02-11,1405.33,1405.33,843.2,562.13,On-Time,Wire,0
PAY00008363,LOAN0005313,2024-01-25,2024-01-24,87311.0,87311.0,52386.6,34924.4,On-Time,ACH,0
PAY00008364,LOAN0001720,2024-09-13,2024-08-20,1115.4,1115.4,669.24,446.16,On-Time,Online,0
PAY00008365,LOAN0003630,2023-11-12,2023-10-27,88216.92,88216.92,52930.15,35286.77,On-Time,Auto-Pay,0
PAY00008366,LOAN0000849,2024-12-01,2024-11-23,2048.73,2048.73,1229.24,819.49,On-Time,ACH,0
PAY00008367,LOAN0007780,2024-09-28,2024-09-06,19773.28,6332.49,3799.49,2533.0,Partial,Online,0
PAY00008368,LOAN0002676,2024-05-16,2024-05-08,5358.31,2371.71,1423.03,948.68,Partial,ACH,0
PAY00008369,LOAN0001892,2024-03-30,2024-03-29,745.75,745.75,447.45,298.3,On-Time,ACH,0
PAY00008370,LOAN0000828,2023-12-22,2023-12-14,102.75,102.75,61.65,41.1,On-Time,Wire,0
PAY00008371,LOAN0000485,2023-12-06,2023-11-17,665.36,665.36,399.22,266.14,On-Time,Check,0
PAY00008372,LOAN0005520,2023-01-14,2023-01-11,303.36,303.36,182.02,121.34,On-Time,ACH,0
PAY00008373,LOAN0004809,2023-12-15,2023-11-23,2535.17,2535.17,1521.1,1014.07,On-Time,Check,0
PAY00008374,LOAN0001407,2024-08-18,2024-08-11,686.34,686.34,411.8,274.54,On-Time,Online,0
PAY00008375,LOAN0009163,2023-07-25,2023-07-23,555.48,555.48,333.29,222.19,Late,Auto-Pay,0
PAY00008376,LOAN0004406,2023-10-26,2023-09-28,427.13,427.13,256.28,170.85,On-Time,ACH,0
PAY00008377,LOAN0005170,2023-06-17,2023-06-13,425.48,425.48,255.29,170.19,Late,Online,0
PAY00008378,LOAN0002395,2023-09-13,2023-09-15,1553.48,0,0.0,0.0,Missed,Auto-Pay,0
PAY00008379,LOAN0007758,2024-01-13,2024-01-03,975.74,975.74,585.44,390.3,On-Time,Online,0
PAY00008380,LOAN0001520,2024-01-29,2024-02-03,12716.12,12716.12,7629.67,5086.45,On-Time,Auto-Pay,0
PAY00008381,LOAN0003716,2024-05-15,2024-04-15,255.46,255.46,153.28,102.18,On-Time,Check,0
PAY00008382,LOAN0004346,2024-01-09,2023-12-23,951.8,951.8,571.08,380.72,On-Time,Auto-Pay,0
PAY00008383,LOAN0002588,2024-04-20,2024-04-03,675.25,675.25,405.15,270.1,Late,ACH,25
PAY00008384,LOAN0002705,2024-02-23,2024-02-02,225.88,225.88,135.53,90.35,On-Time,Wire,0
PAY00008385,LOAN0007091,2023-07-01,2023-06-26,342.01,342.01,205.21,136.8,On-Time,Wire,0
PAY00008386,LOAN0003627,2023-07-25,2023-06-28,1617.14,1617.14,970.28,646.86,On-Time,Wire,0
PAY00008387,LOAN0005617,2023-07-09,2023-07-13,1771.85,1771.85,1063.11,708.74,On-Time,ACH,0
PAY00008388,LOAN0004985,2023-08-31,2023-08-17,48481.04,48481.04,29088.62,19392.42,On-Time,Check,0
PAY00008389,LOAN0006041,2024-08-13,2024-08-02,31911.58,31911.58,19146.95,12764.63,On-Time,ACH,0
PAY00008390,LOAN0001412,2023-04-24,2023-04-05,237.77,237.77,142.66,95.11,On-Time,Check,0
PAY00008391,LOAN0003309,2023-12-05,2023-11-24,21321.39,21321.39,12792.83,8528.56,On-Time,Auto-Pay,0
PAY00008392,LOAN0000060,2023-07-17,2023-06-28,1476.99,1476.99,886.19,590.8,On-Time,Auto-Pay,0
PAY00008393,LOAN0000756,2024-10-05,2024-10-08,1452.98,0,0.0,0.0,Missed,Auto-Pay,0
PAY00008394,LOAN0009564,2024-04-30,2024-04-14,4285.44,4285.44,2571.26,1714.18,On-Time,Online,0
PAY00008395,LOAN0003561,2024-09-28,2024-09-17,791.63,791.63,474.98,316.65,On-Time,Check,0
PAY00008396,LOAN0009571,2024-11-30,2024-11-22,354.44,354.44,212.66,141.78,On-Time,Online,0
PAY00008397,LOAN0002465,2024-12-26,2024-12-13,3166.89,3166.89,1900.13,1266.76,On-Time,ACH,0
PAY00008398,LOAN0005176,2023-09-28,2023-09-21,254.52,254.52,152.71,101.81,On-Time,Online,0
PAY00008399,LOAN0006947,2024-06-10,2024-05-19,818.79,818.79,491.27,327.52,Late,Auto-Pay,7
PAY00008400,LOAN0005742,2024-06-27,2024-06-24,673.11,673.11,403.87,269.24,On-Time,ACH,0
PAY00008401,LOAN0000264,2024-02-20,2024-01-22,836.48,836.48,501.89,334.59,On-Time,ACH,0
PAY00008402,LOAN0002184,2023-10-02,2023-09-03,893.66,893.66,536.2,357.46,On-Time,ACH,0
PAY00008403,LOAN0007301,2024-01-25,2024-01-25,76.71,76.71,46.03,30.68,On-Time,Online,0
PAY00008404,LOAN0004961,2023-10-09,2023-09-22,708.42,708.42,425.05,283.37,Late,Auto-Pay,14
PAY00008405,LOAN0003777,2024-11-16,2024-11-19,44971.16,26846.1,16107.66,10738.44,Partial,Check,0
PAY00008406,LOAN0008938,2024-03-02,2024-02-15,4477.69,4477.69,2686.61,1791.08,On-Time,Online,0
PAY00008407,LOAN0005346,2023-07-21,2023-07-10,1805.54,1805.54,1083.32,722.22,On-Time,Auto-Pay,0
PAY00008408,LOAN0007276,2024-08-31,2024-08-09,2066.71,2066.71,1240.03,826.68,On-Time,Wire,0
PAY00008409,LOAN0001766,2023-10-27,2023-10-27,1203.87,776.11,465.67,310.44,Partial,Wire,0
PAY00008410,LOAN0001403,2023-01-20,2023-01-16,593.91,0,0.0,0.0,Missed,ACH,0
PAY00008411,LOAN0006942,2023-06-13,2023-06-06,3975.88,0,0.0,0.0,Missed,Check,0
PAY00008412,LOAN0008439,2024-07-24,2024-07-10,881.6,783.7,470.22,313.48,Partial,Wire,0
PAY00008413,LOAN0009429,2023-01-08,2023-01-01,8046.43,8046.43,4827.86,3218.57,On-Time,Check,0
PAY00008414,LOAN0004667,2024-09-14,2024-08-24,1809.43,1809.43,1085.66,723.77,On-Time,Auto-Pay,0
PAY00008415,LOAN0004119,2023-07-27,2023-07-10,1823.93,1823.93,1094.36,729.57,On-Time,Wire,0
PAY00008416,LOAN0007809,2024-05-06,2024-04-14,651.71,651.71,391.03,260.68,On-Time,Online,0
PAY00008417,LOAN0004443,2023-02-16,2023-01-21,13514.18,13514.18,8108.51,5405.67,On-Time,Check,0
PAY00008418,LOAN0003010,2023-02-07,2023-01-15,3964.3,0,0.0,0.0,Missed,Online,0
PAY00008419,LOAN0005548,2023-12-06,2023-11-20,2768.79,2768.79,1661.27,1107.52,Late,Check,27
PAY00008420,LOAN0006024,2024-08-22,2024-07-23,143.27,143.27,85.96,57.31,On-Time,Online,0
PAY00008421,LOAN0003041,2023-01-08,2022-12-21,3683.97,4099.66,2459.8,1639.86,Extra,Online,0
PAY00008422,LOAN0005820,2024-09-12,2024-09-14,554.91,554.91,332.95,221.96,Late,Wire,27
PAY00008423,LOAN0005014,2023-07-27,2023-07-08,903.79,1535.64,921.38,614.26,Extra,Online,0
PAY00008424,LOAN0004102,2024-01-06,2023-12-07,17727.76,17727.76,10636.66,7091.1,On-Time,Wire,0
PAY00008425,LOAN0007328,2024-03-31,2024-03-08,13263.37,13263.37,7958.02,5305.35,On-Time,ACH,0
PAY00008426,LOAN0007625,2023-11-22,2023-11-07,19459.31,11141.74,6685.04,4456.7,Partial,Check,0
PAY00008427,LOAN0000872,2024-08-15,2024-08-11,12489.21,12489.21,7493.53,4995.68,On-Time,ACH,0
PAY00008428,LOAN0002930,2023-08-02,2023-07-08,3794.59,3794.59,2276.75,1517.84,Late,ACH,7
PAY00008429,LOAN0009627,2024-12-18,2024-11-26,943.48,1812.52,1087.51,725.01,Extra,Auto-Pay,0
PAY00008430,LOAN0007962,2023-12-21,2023-11-27,1925.16,1925.16,1155.1,770.06,On-Time,Check,0
PAY00008431,LOAN0006517,2023-10-08,2023-10-08,267.31,267.31,160.39,106.92,Late,Check,6
PAY00008432,LOAN0008246,2024-09-09,2024-08-13,159.99,159.99,95.99,64.0,On-Time,Auto-Pay,0
PAY00008433,LOAN0006218,2024-04-20,2024-03-27,1774.28,1774.28,1064.57,709.71,Late,Wire,5
PAY00008434,LOAN0002525,2024-03-08,2024-03-11,12306.92,12306.92,7384.15,4922.77,On-Time,Online,0
PAY00008435,LOAN0001047,2024-01-27,2024-01-07,79790.8,79790.8,47874.48,31916.32,On-Time,ACH,0
PAY00008436,LOAN0004280,2024-02-17,2024-02-22,493.9,493.9,296.34,197.56,On-Time,Auto-Pay,0
PAY00008437,LOAN0008594,2023-12-11,2023-12-14,451.79,451.79,271.07,180.72,On-Time,Auto-Pay,0
PAY00008438,LOAN0001673,2023-10-21,2023-09-23,642.28,642.28,385.37,256.91,On-Time,ACH,0
PAY00008439,LOAN0004341,2024-09-07,2024-08-24,2027.61,2027.61,1216.57,811.04,On-Time,Check,0
PAY00008440,LOAN0004481,2023-03-20,2023-03-01,130.69,130.69,78.41,52.28,Late,Check,20
PAY00008441,LOAN0004912,2024-08-31,2024-08-21,313.05,313.05,187.83,125.22,On-Time,Online,0
PAY00008442,LOAN0001412,2023-01-10,2022-12-17,237.77,0,0.0,0.0,Missed,Online,0
PAY00008443,LOAN0003490,2024-02-29,2024-02-10,10570.49,10570.49,6342.29,4228.2,On-Time,Online,0
PAY00008444,LOAN0003244,2024-03-17,2024-03-02,11707.37,11707.37,7024.42,4682.95,Late,Check,21
PAY00008445,LOAN0008342,2023-06-19,2023-06-13,13388.25,13388.25,8032.95,5355.3,On-Time,Wire,0
PAY00008446,LOAN0005673,2023-07-22,2023-07-06,1756.04,2320.23,1392.14,928.09,Extra,Online,0
PAY00008447,LOAN0005448,2023-08-10,2023-07-11,656.89,656.89,394.13,262.76,On-Time,Check,0
PAY00008448,LOAN0005227,2023-05-23,2023-05-04,1197.94,1197.94,718.76,479.18,Late,Online,28
PAY00008449,LOAN0009758,2023-03-27,2023-03-18,532.31,532.31,319.39,212.92,On-Time,Wire,0
PAY00008450,LOAN0006332,2024-10-14,2024-10-16,4418.58,4418.58,2651.15,1767.43,On-Time,Check,0
PAY00008451,LOAN0001473,2024-05-31,2024-06-05,39612.58,39612.58,23767.55,15845.03,On-Time,Check,0
PAY00008452,LOAN0007697,2023-01-31,2023-01-31,2454.75,2454.75,1472.85,981.9,On-Time,Wire,0
PAY00008453,LOAN0003630,2024-10-04,2024-09-09,88216.92,88216.92,52930.15,35286.77,On-Time,Wire,0
PAY00008454,LOAN0000430,2023-08-08,2023-07-13,4384.94,0,0.0,0.0,Missed,Wire,0
PAY00008455,LOAN0001803,2024-12-29,2024-11-30,3389.63,3389.63,2033.78,1355.85,On-Time,Auto-Pay,0
PAY00008456,LOAN0007238,2024-11-18,2024-11-04,411.04,363.4,218.04,145.36,Partial,Online,0
PAY00008457,LOAN0007277,2024-09-26,2024-09-17,1239.77,1239.77,743.86,495.91,Late,ACH,10
PAY00008458,LOAN0002383,2023-11-09,2023-11-02,19838.45,19838.45,11903.07,7935.38,On-Time,Wire,0
PAY00008459,LOAN0007103,2024-06-06,2024-05-08,2688.22,2688.22,1612.93,1075.29,On-Time,ACH,0
PAY00008460,LOAN0003047,2024-10-26,2024-10-05,11842.95,11842.95,7105.77,4737.18,On-Time,Auto-Pay,0
PAY00008461,LOAN0009204,2024-11-12,2024-10-13,55081.79,48337.15,29002.29,19334.86,Partial,Wire,0
PAY00008462,LOAN0002912,2023-10-03,2023-09-22,452.33,452.33,271.4,180.93,On-Time,Wire,0
PAY00008463,LOAN0009934,2024-02-12,2024-02-04,476.99,476.99,286.19,190.8,On-Time,Online,0
PAY00008464,LOAN0005725,2024-12-21,2024-12-23,5912.91,11453.0,6871.8,4581.2,Extra,Auto-Pay,0
PAY00008465,LOAN0008491,2024-03-21,2024-02-28,37614.22,37614.22,22568.53,15045.69,On-Time,ACH,0
PAY00008466,LOAN0003428,2023-02-14,2023-01-31,450.74,450.74,270.44,180.3,On-Time,Wire,0
PAY00008467,LOAN0004705,2023-01-24,2022-12-29,1092.09,1092.09,655.25,436.84,On-Time,ACH,0
PAY00008468,LOAN0003920,2024-05-22,2024-04-27,1641.1,2889.95,1733.97,1155.98,Extra,Auto-Pay,0
PAY00008469,LOAN0005819,2024-10-26,2024-10-17,165699.47,165699.47,99419.68,66279.79,On-Time,ACH,0
PAY00008470,LOAN0005946,2024-09-29,2024-10-01,883.87,883.87,530.32,353.55,On-Time,ACH,0
PAY00008471,LOAN0002431,2023-05-10,2023-04-10,688.14,688.14,412.88,275.26,On-Time,Wire,0
PAY00008472,LOAN0009847,2023-02-08,2023-01-18,4727.74,4727.74,2836.64,1891.1,On-Time,Check,0
PAY00008473,LOAN0001645,2024-05-16,2024-05-03,1313.44,1313.44,788.06,525.38,On-Time,Auto-Pay,0
PAY00008474,LOAN0006243,2023-03-24,2023-03-29,191.67,191.67,115.0,76.67,On-Time,Online,0
PAY00008475,LOAN0007021,2024-07-31,2024-07-24,801.99,801.99,481.19,320.8,On-Time,Auto-Pay,0
PAY00008476,LOAN0008662,2023-12-04,2023-11-07,161776.84,161776.84,97066.1,64710.74,On-Time,Wire,0
PAY00008477,LOAN0007253,2024-10-22,2024-10-13,147.12,147.12,88.27,58.85,Late,Wire,22
PAY00008478,LOAN0008040,2023-10-30,2023-10-11,448.75,0,0.0,0.0,Missed,ACH,0
PAY00008479,LOAN0008373,2023-11-25,2023-11-05,2909.22,2909.22,1745.53,1163.69,On-Time,Check,0
PAY00008480,LOAN0008239,2024-10-25,2024-09-28,10143.12,10143.12,6085.87,4057.25,On-Time,Check,0
PAY00008481,LOAN0004561,2023-12-13,2023-11-28,917.54,917.54,550.52,367.02,On-Time,Check,0
PAY00008482,LOAN0003679,2024-09-30,2024-09-06,1680.34,1361.7,817.02,544.68,Partial,Online,0
PAY00008483,LOAN0002984,2023-04-20,2023-04-25,840.23,840.23,504.14,336.09,On-Time,Online,0
PAY00008484,LOAN0009971,2023-05-26,2023-05-10,6770.52,6770.52,4062.31,2708.21,On-Time,ACH,0
PAY00008485,LOAN0004840,2023-10-26,2023-10-17,210.89,210.89,126.53,84.36,On-Time,Wire,0
PAY00008486,LOAN0001824,2023-05-18,2023-05-21,6466.52,6466.52,3879.91,2586.61,On-Time,Check,0
PAY00008487,LOAN0006627,2023-06-26,2023-06-30,1561.63,1561.63,936.98,624.65,Late,Check,19
PAY00008488,LOAN0004959,2023-09-09,2023-08-12,135.65,135.65,81.39,54.26,On-Time,ACH,0
PAY00008489,LOAN0006779,2023-12-26,2023-11-28,250.4,250.4,150.24,100.16,On-Time,Online,0
PAY00008490,LOAN0002884,2024-06-09,2024-05-15,9651.09,9651.09,5790.65,3860.44,On-Time,Online,0
PAY00008491,LOAN0002812,2024-06-07,2024-05-16,59495.24,59495.24,35697.14,23798.1,On-Time,Check,0
PAY00008492,LOAN0005742,2023-10-24,2023-10-26,673.11,673.11,403.87,269.24,On-Time,ACH,0
PAY00008493,LOAN0002787,2024-10-08,2024-10-04,2901.91,2901.91,1741.15,1160.76,On-Time,Check,0
PAY00008494,LOAN0005246,2023-09-28,2023-09-23,981.86,981.86,589.12,392.74,Late,Wire,5
PAY00008495,LOAN0001947,2023-07-02,2023-07-03,654.24,654.24,392.54,261.7,Late,Wire,0
PAY00008496,LOAN0004354,2024-06-08,2024-06-05,192.26,192.26,115.36,76.9,On-Time,Online,0
PAY00008497,LOAN0006368,2024-06-11,2024-05-28,3231.51,6316.42,3789.85,2526.57,Extra,Wire,0
PAY00008498,LOAN0001746,2023-04-18,2023-03-29,6079.6,6079.6,3647.76,2431.84,Late,Auto-Pay,7
PAY00008499,LOAN0009849,2024-06-19,2024-06-01,357.54,684.21,410.53,273.68,Extra,Check,0
PAY00008500,LOAN0007207,2024-09-11,2024-08-19,345.02,345.02,207.01,138.01,On-Time,Auto-Pay,0
PAY00008501,LOAN0008566,2024-10-05,2024-09-10,748.22,748.22,448.93,299.29,On-Time,Wire,0
PAY00008502,LOAN0002221,2023-02-15,2023-01-25,490.35,490.35,294.21,196.14,Late,Auto-Pay,18
PAY00008503,LOAN0008047,2023-03-08,2023-02-07,1540.22,1540.22,924.13,616.09,On-Time,Online,0
PAY00008504,LOAN0001824,2024-12-10,2024-11-11,6466.52,6466.52,3879.91,2586.61,Late,Online,0
PAY00008505,LOAN0008190,2024-10-19,2024-09-20,3141.97,3141.97,1885.18,1256.79,On-Time,Online,0
PAY00008506,LOAN0006089,2023-06-09,2023-05-12,576.82,576.82,346.09,230.73,On-Time,Auto-Pay,0
PAY00008507,LOAN0009615,2023-07-28,2023-07-16,30858.8,30858.8,18515.28,12343.52,On-Time,Check,0
PAY00008508,LOAN0000594,2023-12-27,2023-11-29,471.89,0,0.0,0.0,Missed,Online,0
PAY00008509,LOAN0000737,2023-07-05,2023-06-17,50490.35,50490.35,30294.21,20196.14,On-Time,Check,0
PAY00008510,LOAN0005328,2024-05-18,2024-04-24,80.71,80.71,48.43,32.28,On-Time,ACH,0
PAY00008511,LOAN0007540,2024-06-08,2024-05-12,973.34,973.34,584.0,389.34,On-Time,Auto-Pay,0
PAY00008512,LOAN0007576,2024-01-31,2024-01-29,609.95,609.95,365.97,243.98,On-Time,Check,0
PAY00008513,LOAN0009360,2024-05-08,2024-05-02,832.04,832.04,499.22,332.82,On-Time,Check,0
PAY00008514,LOAN0000807,2023-04-26,2023-04-11,8361.83,8361.83,5017.1,3344.73,On-Time,Auto-Pay,0
PAY00008515,LOAN0005085,2023-01-07,2022-12-10,708.21,708.21,424.93,283.28,Late,Auto-Pay,15
PAY00008516,LOAN0000409,2024-12-06,2024-11-09,23958.6,23958.6,14375.16,9583.44,On-Time,Check,0
PAY00008517,LOAN0005481,2023-09-12,2023-08-29,8682.46,8682.46,5209.48,3472.98,On-Time,Auto-Pay,0
PAY00008518,LOAN0004830,2023-12-17,2023-12-20,785.41,785.41,471.25,314.16,On-Time,Online,0
PAY00008519,LOAN0004251,2023-03-29,2023-03-15,918.85,918.85,551.31,367.54,On-Time,ACH,0
PAY00008520,LOAN0009451,2023-09-19,2023-09-02,7533.55,7533.55,4520.13,3013.42,On-Time,Check,0
PAY00008521,LOAN0000816,2024-03-17,2024-02-17,27198.05,27198.05,16318.83,10879.22,On-Time,ACH,0
PAY00008522,LOAN0008608,2024-06-30,2024-06-09,14976.53,14976.53,8985.92,5990.61,On-Time,Check,0
PAY00008523,LOAN0005174,2024-12-20,2024-11-29,7845.27,13802.72,8281.63,5521.09,Extra,Check,0
PAY00008524,LOAN0004587,2024-01-23,2024-01-02,85.16,85.16,51.1,34.06,On-Time,ACH,0
PAY00008525,LOAN0008527,2023-05-27,2023-05-24,1580.73,2007.46,1204.48,802.98,Extra,Wire,0
PAY00008526,LOAN0007758,2024-11-30,2024-11-28,975.74,975.74,585.44,390.3,On-Time,Online,0
PAY00008527,LOAN0007023,2023-09-02,2023-08-20,2913.44,2913.44,1748.06,1165.38,Late,Wire,12
PAY00008528,LOAN0000670,2023-11-10,2023-10-12,6322.21,6322.21,3793.33,2528.88,On-Time,ACH,0
PAY00008529,LOAN0005072,2023-07-23,2023-07-02,39196.34,39196.34,23517.8,15678.54,On-Time,Check,0
PAY00008530,LOAN0008556,2023-05-28,2023-05-29,3006.95,3006.95,1804.17,1202.78,Late,ACH,0
PAY00008531,LOAN0004395,2023-02-17,2023-02-01,4210.85,4210.85,2526.51,1684.34,Late,Wire,17
PAY00008532,LOAN0008003,2023-11-13,2023-11-02,1898.53,1898.53,1139.12,759.41,On-Time,ACH,0
PAY00008533,LOAN0004865,2024-07-16,2024-07-11,363.95,363.95,218.37,145.58,On-Time,ACH,0
PAY00008534,LOAN0008040,2024-06-30,2024-06-03,448.75,448.75,269.25,179.5,On-Time,ACH,0
PAY00008535,LOAN0000796,2024-07-19,2024-07-01,827.35,827.35,496.41,330.94,On-Time,Auto-Pay,0
PAY00008536,LOAN0005261,2024-03-31,2024-03-12,1225.43,1225.43,735.26,490.17,On-Time,Online,0
PAY00008537,LOAN0004091,2023-07-05,2023-06-07,954.08,954.08,572.45,381.63,On-Time,Auto-Pay,0
PAY00008538,LOAN0000653,2023-10-02,2023-09-30,49292.52,49292.52,29575.51,19717.01,Late,Wire,7
PAY00008539,LOAN0008422,2023-05-25,2023-05-19,456.25,456.25,273.75,182.5,On-Time,ACH,0
PAY00008540,LOAN0006056,2024-08-28,2024-08-25,1386.51,1386.51,831.91,554.6,On-Time,Online,0
PAY00008541,LOAN0000822,2024-04-03,2024-03-23,3327.22,3327.22,1996.33,1330.89,On-Time,Wire,0
PAY00008542,LOAN0007894,2024-08-22,2024-08-16,162471.57,162471.57,97482.94,64988.63,On-Time,Online,0
PAY00008543,LOAN0004674,2024-03-19,2024-03-15,255.11,255.11,153.07,102.04,Late,Check,6
PAY00008544,LOAN0002495,2024-07-01,2024-06-06,656.0,656.0,393.6,262.4,Late,ACH,24
PAY00008545,LOAN0003905,2023-07-21,2023-07-10,620.07,386.07,231.64,154.43,Partial,ACH,0
PAY00008546,LOAN0007173,2024-01-04,2024-01-09,554.3,633.71,380.23,253.48,Extra,ACH,0
PAY00008547,LOAN0006416,2024-06-09,2024-06-05,9329.98,9329.98,5597.99,3731.99,On-Time,Check,0
PAY00008548,LOAN0002645,2024-02-06,2024-01-18,495.13,495.13,297.08,198.05,On-Time,Wire,0
PAY00008549,LOAN0001355,2023-04-15,2023-04-13,29201.93,29201.93,17521.16,11680.77,On-Time,Auto-Pay,0
PAY00008550,LOAN0007471,2023-07-06,2023-06-25,253.82,253.82,152.29,101.53,On-Time,Check,0
PAY00008551,LOAN0003894,2024-07-08,2024-06-26,58132.34,58132.34,34879.4,23252.94,On-Time,Check,0
PAY00008552,LOAN0003658,2023-02-17,2023-02-05,566.09,566.09,339.65,226.44,On-Time,Wire,0
PAY00008553,LOAN0002513,2023-11-25,2023-11-06,474.28,474.28,284.57,189.71,On-Time,Auto-Pay,0
PAY00008554,LOAN0003679,2024-12-15,2024-12-07,1680.34,1680.34,1008.2,672.14,On-Time,Check,0
PAY00008555,LOAN0004235,2024-02-28,2024-02-29,485.4,419.17,251.5,167.67,Partial,Online,0
PAY00008556,LOAN0001895,2024-01-08,2023-12-23,714.1,714.1,428.46,285.64,On-Time,Auto-Pay,0
PAY00008557,LOAN0006301,2024-07-26,2024-07-05,41877.43,41877.43,25126.46,16750.97,On-Time,Online,0
PAY00008558,LOAN0000037,2023-02-08,2023-02-10,408.93,408.93,245.36,163.57,On-Time,Auto-Pay,0
PAY00008559,LOAN0001684,2024-02-03,2024-01-25,52166.53,52166.53,31299.92,20866.61,On-Time,Auto-Pay,0
PAY00008560,LOAN0008438,2023-04-25,2023-04-15,208.86,208.86,125.32,83.54,Late,ACH,6
PAY00008561,LOAN0006517,2024-07-12,2024-07-02,267.31,267.31,160.39,106.92,Late,ACH,1
PAY00008562,LOAN0003818,2024-01-10,2024-01-14,3789.55,3789.55,2273.73,1515.82,On-Time,Online,0
